0.25179,0.32353,0.92874,1.03554,1.15439,2.06873,0.70925,0.19548,0.03283,2.16008,1.06026,-0.07334,0.32353,1.45647,1.63793,0.09828,0.34666,0.20451,-0.03454,0.45652,0.03864,0.94466,0.66819,-0.08809,1.51277,0.13421,-0.01641,0.20119,0.32353,2.04623,1.15935,1.14618,1.74951,0.49821,1.41338,0.17297,0.06732,1.29823,1.25244,1.24286,1.04325,1.0582,0.23248,-0.04239,1.07449,1.44611,0.32353,1.97445,2.08543,0.48266,0.97109,0.82955,1.36479,0.87969,1.43139,1.5847
1.43814,0.28584,2.13298,1.46086,0.81049,0.32353,-0.61447,0.09138,1.01027,-0.07485,1.10039,1.08757,1.41582,0.92233,0.26627,1.70878,0.52989,1.31277,0.32353,2.49203,0.39587,2.21468,0.74201,0.40558,0.19682,1.14525,1.79823,1.27106,1.41338,0.81753,1.26105,-0.03059,0.32353,2.3214,0.22937,1.22589,0.32353,1.69208,0.72557,0.81095,0.87263,1.8346,0.97525,0.32353,-0.14327,0.086,1.94031,1.40863,2.20185,1.39396,1.4498,0.46172,1.91942,0.77589,0.03069,0.48051
1.31039,1.91624,0.35697,1.32066,-0.14452,-0.10336,0.08123,1.07468,0.53351,1.20066,0.85464,1.97148,0.02882,-0.091,0.85821,0.17905,0.19983,0.14184,-0.16352,2.67283,0.3323,0.12876,1.48954,0.42427,1.77997,1.7047,0.17402,0.50111,0.35488,0.32375,1.62501,2.06212,0.95525,0.98785,1.65326,-0.01612,0.35175,0.55957,2.12822,0.08837,1.03796,1.88086,0.03452,1.34234,0.64063,0.44565,0.95426,0.38041,0.00339,1.53243,-0.19562,2.15601,0.55401,0.1019,0.42904,-0.00643
1.40629,0.25343,0.12749,0.0031,1.52324,2.05768,0.23842,0.70972,0.71883,0.23732,0.18727,0.60128,0.00416,0.16319,0.85433,0.94461,0.04998,0.04813,0.02246,1.13604,0.47599,0.16184,1.61501,0.11446,0.30243,2.58023,0.34404,0.56611,2.05277,0.10122,0.02704,0.22371,0.90659,0.12764,0.46007,0.11717,1.08461,-0.06471,1.40006,0.11205,0.87548,0.07928,-0.01319,0.11184,0.24464,2.85664,0.11524,-0.02981,1.23769,0.39937,0.05933,-0.04057,1.45597,0.3389,1.0546,0.1685
0.15943,0.06544,0.14022,1.44392,0.18219,0.15451,-0.05917,0.30946,-0.01551,0.92258,2.15137,0.43669,1.41531,1.61983,0.32635,0.16239,0.84706,0.41414,0.54995,-0.0225,1.53915,-0.1592,1.18122,0.10325,0.02191,0.38327,0.22559,0.03837,-0.1776,0.06954,2.65028,0.15908,1.18616,0.21856,0.34526,0.24108,0.12526,0.06363,0.06028,0.11591,0.23503,2.53032,-0.25026,0.65034,0.30183,0.18263,0.37614,1.26429,0.52193,1.15148,-0.07238,0.1801,0.02059,1.38729,0.21843,0.34878
0.06218,1.87979,0.22149,0.9513,0.20427,0.83741,-0.00181,1.41114,0.79729,0.10022,0.26359,0.02646,-0.28148,1.10331,0.15206,1.41711,2.079,0.24942,1.34763,-0.01017,-5.37E-04,1.40262,0.32639,0.48741,0.33888,0.1996,0.33345,0.48122,0.58044,0.35865,0.03533,0.12054,1.32775,0.28868,0.05449,0.1381,0.90771,0.32642,1.96239,0.11266,1.4219,-0.03531,0.39606,0.06586,0.48269,0.15611,0.35344,-0.09779,1.74856,0.30983,-0.01151,0.33827,0.33795,0.3248,0.33691,0.09117
0.08143,0.7006,0.52613,1.78824,-0.07778,0.43018,0.06542,0.32171,0.0683,1.14261,0.33729,0.19306,0.50814,1.05442,0.17243,-0.26324,0.60234,0.33866,0.34792,-0.068,0.32466,0.07917,0.32344,1.27125,1.58523,0.32607,-0.04451,0.45686,0.03423,0.27369,0.1509,1.26964,0.661,0.32466,0.32596,1.56474,0.64695,0.11057,1.67664,0.32406,0.45013,0.08257,0.32382,0.11753,1.3333,0.039,0.31295,1.65251,0.75271,0.9432,1.62888,0.11692,0.33882,0.76074,0.89888,0.1939
0.32377,1.39099,1.14542,2.07516,0.17785,2.28934,0.04954,1.62655,2.02921,0.66344,1.73976,0.16208,0.21905,-0.00971,2.46713,2.0245,2.42376,-0.11175,1.38557,0.02999,0.32353,0.03381,2.79388,0.15567,2.33443,0.08106,0.19127,1.65425,0.3966,1.36658,2.02907,-0.02159,-0.1667,1.75664,0.6135,2.32522,0.1963,1.84318,0.29869,2.58196,1.62488,0.41404,2.01886,0.18853,0.3414,0.00553,0.10261,0.22684,0.19131,0.35905,0.44397,1.71916,2.62152,0.08482,0.32368,0.10034
0.36996,0.22181,0.34905,0.12027,2.22877,2.14972,0.08412,0.1314,0.05277,-0.00588,2.30107,1.96446,2.01587,2.3619,0.17475,0.96986,1.55973,0.45501,2.46183,0.34273,0.54291,2.38894,0.39026,0.39552,0.5665,0.27236,0.23039,0.55949,0.39813,0.35918,0.14581,0.27295,0.02477,0.84503,0.22587,-0.28469,0.45835,-0.57643,0.50444,0.34525,0.62473,1.31931,0.11626,0.09075,0.29777,0.28736,0.12459,2.59492,2.62012,1.8702,0.35577,0.29009,0.03719,2.35288,2.34328,0.25098
2.55476,1.36845,0.80708,0.61774,0.19873,0.59739,0.91209,1.69318,1.17834,0.8977,0.65843,0.28909,0.09041,0.37718,0.13932,2.03144,0.47918,-0.04729,1.20778,1.58147,0.32371,2.44462,1.68134,0.24367,0.03052,2.60725,-0.27822,1.61694,2.42173,0.34939,0.16509,0.36907,2.03507,-0.10382,0.37802,0.03801,0.62706,1.72586,0.62475,0.23966,0.2729,0.14714,1.08224,2.62353,0.10318,0.29318,0.4135,0.27245,1.51583,1.92426,2.59782,0.42234,2.5012,0.28878,0.38797,0.23899
