2.25634,1.29412,1.62669,1.58808,2.24175,2.3386,2.46836,0.88814,1.26173,1.61925,1.46176,0.94816,1.43397,1.73524,2.03228,1.69372,0.38256,2.34964,0.35065,1.23143,2.08438,1.13902,1.84034,2.03266,1.06279,1.85911,1.31275,0.93891,1.42132,1.28619,0.86981,1.63147,1.33855,2.05551,1.35319,1.14086,1.44186,2.23848,0.70088,0.11223,1.06465,1.33498,0.78226,2.20757,1.49679,1.35446,0.91827,0.80578,1.49167,1.32817,0.90343,0.72993,2.01032,0.90696,1.24572,1.33206
1.23852,2.09976,1.36516,1.33178,1.64638,0.53021,1.98903,0.65334,1.23664,1.78696,1.37458,1.44646,1.16818,1.56802,0.78306,0.78156,1.01368,1.22335,1.11785,1.00238,1.46116,1.24637,1.26641,2.2263,1.65758,1.70959,2.05263,1.77088,2.00494,1.59145,0.75742,0.81867,1.69832,1.61535,0.99228,1.08763,1.62208,1.25585,1.48797,1.84662,1.53181,0.64871,1.48221,0.82942,1.37282,1.25505,0.65455,2.20634,1.21698,0.95703,0.96187,1.31261,1.51663,1.83392,0.72796,1.36855
0.97809,1.0778,1.73554,0.87115,0.27217,2.19189,0.99797,0.75133,0.8958,1.08375,0.74537,0.87992,1.3762,0.8297,1.13241,1.9041,0.61133,0.69579,1.19937,0.61443,0.84205,1.09583,1.15307,0.72346,1.26965,0.47385,0.04165,-0.16392,0.95631,0.57928,2.1586,1.60951,0.77127,1.38992,0.87397,0.11457,0.79573,0.96684,0.84539,0.73964,1.01901,0.9753,0.98233,1.83685,1.92775,1.4677,1.77211,1.58798,1.59131,2.2928,0.52686,1.96469,1.78098,2.33051,1.64329,0.12976
2.0893,0.93146,0.83621,1.3568,1.14822,1.50522,2.11115,1.05153,0.59976,1.48665,1.72921,2.2951,1.48778,1.76326,0.7174,1.69762,1.46358,2.08333,1.51757,1.53566,1.86146,1.91511,0.92254,0.92575,2.29783,1.49259,1.07248,1.10053,1.15576,0.87284,1.21354,0.26115,0.3154,1.46217,1.59551,1.7369,2.16548,2.23637,1.57345,1.59273,1.20902,1.43879,1.19862,1.2,1.26633,0.52705,1.33715,1.62992,0.93589,1.27934,1.74325,1.75749,1.35122,1.21852,1.80024,1.42991
0.76364,1.60624,1.63089,2.35494,1.96478,1.67893,2.08685,2.07665,1.4001,1.90937,1.47053,1.64292,0.59413,1.02653,1.23515,1.36756,1.41129,2.36666,2.04384,1.01825,1.65727,1.45306,1.08763,1.91828,1.13876,0.72021,1.83259,1.31892,2.08148,1.35931,1.41633,0.78117,1.09925,1.20767,0.23157,1.17695,1.24576,0.96165,1.0572,1.13994,1.758,1.59296,1.10782,1.28387,1.95514,0.9481,1.10291,1.76383,1.75168,0.79583,1.45693,1.16389,1.37241,0.12006,0.64031,1.29725
1.72852,1.14137,0.99316,0.99511,2.27771,1.57059,1.94063,1.55367,1.46455,1.1811,1.48622,1.43493,2.30084,0.84585,1.07206,2.04018,2.65851,2.75987,2.79901,1.53077,1.18004,2.16826,1.86355,1.507,0.698,2.07578,1.83722,1.49789,1.14046,0.73127,1.81576,1.16173,0.97308,1.34681,1.25279,0.29116,1.4193,1.10063,1.47409,1.52465,1.76401,1.1446,1.24065,0.27225,1.16735,1.02075,1.5625,1.42006,1.2367,1.53454,1.1342,0.74189,1.5687,1.55514,1.73647,1.44575
1.71296,1.20021,1.94327,1.32863,1.28314,0.89081,1.716,0.94406,0.91888,0.93978,1.41718,0.94917,0.92985,0.87547,0.8939,0.83808,1.14406,0.62669,0.88818,0.97994,1.1822,1.61052,1.07458,1.51485,1.29262,1.36053,1.68705,2.17481,2.15903,1.05568,1.56178,1.02971,1.72652,0.91392,2.02295,1.29433,0.82472,0.83318,0.40152,1.29915,0.66696,0.61661,1.35788,2.03328,1.61052,0.98951,1.12041,1.05305,1.15815,1.70123,1.51394,2.17519,1.81004,1.45178,2.00979,2.11108
0.72984,2.21217,1.78713,1.81266,1.73038,2.685,1.31219,1.47043,1.95506,1.70823,1.68082,0.64031,1.43089,1.83799,1.97585,2.21415,2.00604,0.76668,2.25498,1.4305,2.72178,2.25059,2.25891,1.20674,1.21091,1.71441,1.49288,1.29942,2.33819,1.40626,1.29449,1.37307,1.85359,0.89021,2.26271,1.47506,1.72633,0.54652,1.99872,1.39002,2.19999,1.1565,0.96252,1.66072,2.05739,0.68041,0.9744,1.20919,1.94346,0.14344,1.69952,1.16039,1.12844,1.27525,1.86864,1.26117
2.64862,1.48526,0.90891,1.86158,1.32835,2.16432,1.38516,1.73526,0.97278,1.88235,2.07095,1.8842,0.9618,1.59266,1.85639,0.25247,0.99027,0.83891,1.57875,0.27116,0.45528,1.58062,1.07147,2.0256,2.78992,2.28839,2.09071,1.96227,1.81814,1.92883,2.29599,2.65268,1.36423,0.55979,1.20632,1.27548,1.5649,1.7159,1.96807,0.75031,2.07499,1.32816,2.04431,1.70357,1.35375,1.89304,1.8274,0.38269,0.73552,1.15182,1.26318,0.72082,2.43443,1.87141,0.7565,0.56818
1.7365,2.42192,1.60436,1.622,0.7793,0.49141,1.87608,1.36657,1.57705,1.92394,1.07347,1.92658,1.17233,1.56611,1.3588,1.87501,1.04897,1.13361,1.11462,1.67993,1.18316,1.77952,0.64314,1.50314,0.48893,1.30658,1.2682,0.14913,0.3732,1.80746,0.38687,2.35741,1.8259,0.77794,1.5909,1.9024,1.46803,0.67236,1.45485,1.14204,1.62907,1.68523,1.10972,0.43933,1.97069,1.00131,1.71052,1.79888,0.61522,2.08587,2.86772,0.40876,1.72467,2.59085,1.78012,2.2867
