VG,50,50,50,100,100,100,150,150,150,200,200,200,250,250,250
13.5,4.43E-06,4.71E-06,4.63E-06,4.45E-06,4.74E-06,4.70E-06,4.47E-06,4.74E-06,4.71E-06,4.90E-06,4.94E-06,4.90E-06,4.76E-06,4.82E-06,4.79E-06
14.25,4.48E-06,4.76E-06,4.68E-06,4.50E-06,4.79E-06,4.75E-06,4.51E-06,4.79E-06,4.75E-06,4.95E-06,4.98E-06,4.94E-06,4.81E-06,4.86E-06,4.83E-06
15,4.53E-06,4.81E-06,4.73E-06,4.56E-06,4.84E-06,4.80E-06,4.56E-06,4.84E-06,4.80E-06,4.99E-06,5.03E-06,4.98E-06,4.85E-06,4.91E-06,4.88E-06
15.75,4.59E-06,4.86E-06,4.77E-06,4.61E-06,4.89E-06,4.85E-06,4.61E-06,4.88E-06,4.84E-06,5.04E-06,5.07E-06,5.03E-06,4.89E-06,4.95E-06,4.92E-06
16.5,4.64E-06,4.91E-06,4.82E-06,4.66E-06,4.93E-06,4.89E-06,4.66E-06,4.93E-06,4.89E-06,5.09E-06,5.11E-06,5.07E-06,4.93E-06,4.99E-06,4.96E-06
17.25,4.69E-06,4.96E-06,4.87E-06,4.71E-06,4.98E-06,4.94E-06,4.70E-06,4.97E-06,4.93E-06,5.13E-06,5.16E-06,5.11E-06,4.97E-06,5.03E-06,5.01E-06
18,4.74E-06,5.01E-06,4.92E-06,4.76E-06,5.03E-06,4.99E-06,4.75E-06,5.01E-06,4.97E-06,5.17E-06,5.20E-06,5.16E-06,5.01E-06,5.07E-06,5.05E-06
18.75,4.79E-06,5.05E-06,4.97E-06,4.81E-06,5.08E-06,5.03E-06,4.80E-06,5.06E-06,5.02E-06,5.22E-06,5.24E-06,5.20E-06,5.05E-06,5.11E-06,5.09E-06
19.5,4.84E-06,5.10E-06,5.01E-06,4.85E-06,5.12E-06,5.08E-06,4.84E-06,5.10E-06,5.06E-06,5.26E-06,5.28E-06,5.24E-06,5.09E-06,5.15E-06,5.13E-06
20.25,4.89E-06,5.14E-06,5.06E-06,4.90E-06,5.17E-06,5.12E-06,4.88E-06,5.14E-06,5.10E-06,5.30E-06,5.32E-06,5.28E-06,5.13E-06,5.19E-06,5.17E-06
21,4.93E-06,5.19E-06,5.10E-06,4.95E-06,5.21E-06,5.16E-06,4.93E-06,5.18E-06,5.14E-06,5.35E-06,5.36E-06,5.32E-06,5.17E-06,5.23E-06,5.21E-06
21.75,4.98E-06,5.23E-06,5.14E-06,4.99E-06,5.25E-06,5.20E-06,4.97E-06,5.22E-06,5.18E-06,5.39E-06,5.40E-06,5.36E-06,5.21E-06,5.27E-06,5.25E-06
22.5,5.02E-06,5.28E-06,5.18E-06,5.04E-06,5.29E-06,5.25E-06,5.01E-06,5.26E-06,5.22E-06,5.43E-06,5.44E-06,5.40E-06,5.24E-06,5.30E-06,5.29E-06
23.25,5.07E-06,5.32E-06,5.23E-06,5.09E-06,5.33E-06,5.29E-06,5.06E-06,5.30E-06,5.26E-06,5.47E-06,5.48E-06,5.43E-06,5.28E-06,5.34E-06,5.33E-06
24,5.11E-06,5.36E-06,5.27E-06,5.13E-06,5.38E-06,5.33E-06,5.10E-06,5.34E-06,5.29E-06,5.51E-06,5.51E-06,5.47E-06,5.32E-06,5.38E-06,5.37E-06
24.75,5.16E-06,5.40E-06,5.31E-06,5.17E-06,5.42E-06,5.37E-06,5.14E-06,5.38E-06,5.33E-06,5.55E-06,5.55E-06,5.51E-06,5.35E-06,5.41E-06,5.40E-06
25.5,5.20E-06,5.44E-06,5.35E-06,5.21E-06,5.46E-06,5.41E-06,5.17E-06,5.41E-06,5.37E-06,5.58E-06,5.59E-06,5.54E-06,5.39E-06,5.45E-06,5.44E-06
26.25,5.24E-06,5.47E-06,5.39E-06,5.25E-06,5.49E-06,5.44E-06,5.21E-06,5.45E-06,5.40E-06,5.62E-06,5.62E-06,5.58E-06,5.42E-06,5.48E-06,5.48E-06
27,5.28E-06,5.51E-06,5.43E-06,5.29E-06,5.53E-06,5.48E-06,5.25E-06,5.48E-06,5.44E-06,5.66E-06,5.66E-06,5.61E-06,5.46E-06,5.52E-06,5.51E-06
27.75,5.31E-06,5.55E-06,5.46E-06,5.33E-06,5.57E-06,5.52E-06,5.29E-06,5.52E-06,5.47E-06,5.69E-06,5.69E-06,5.65E-06,5.49E-06,5.55E-06,5.55E-06
28.5,5.35E-06,5.58E-06,5.50E-06,5.37E-06,5.60E-06,5.55E-06,5.32E-06,5.55E-06,5.51E-06,5.73E-06,5.73E-06,5.68E-06,5.52E-06,5.58E-06,5.58E-06
29.25,5.39E-06,5.62E-06,5.54E-06,5.40E-06,5.64E-06,5.59E-06,5.36E-06,5.59E-06,5.54E-06,5.76E-06,5.76E-06,5.72E-06,5.56E-06,5.62E-06,5.62E-06
