VG,50,50,50,100,100,100,150,150,150,200,200,200,250,250,250
21.75,3.26E-09,1.92E-09,2.17E-09,1.78E-08,1.01E-08,1.15E-08,6.43E-08,4.70E-08,5.12E-08,8.53E-08,6.25E-08,6.80E-08,9.70E-08,9.42E-08,8.12E-08
22.5,3.87E-09,2.31E-09,2.62E-09,2.02E-08,1.15E-08,1.31E-08,7.01E-08,5.13E-08,5.60E-08,9.22E-08,6.77E-08,7.36E-08,1.04E-07,1.01E-07,8.74E-08
23.25,4.58E-09,2.74E-09,3.12E-09,2.29E-08,1.31E-08,1.49E-08,7.62E-08,5.60E-08,6.09E-08,9.94E-08,7.32E-08,7.95E-08,1.12E-07,1.09E-07,9.39E-08
24,5.39E-09,3.26E-09,3.70E-09,2.56E-08,1.49E-08,1.69E-08,8.26E-08,6.08E-08,6.61E-08,1.07E-07,7.89E-08,8.56E-08,1.20E-07,1.16E-07,1.01E-07
24.75,6.31E-09,3.88E-09,4.35E-09,2.85E-08,1.68E-08,1.90E-08,8.92E-08,6.58E-08,7.16E-08,1.15E-07,8.48E-08,9.20E-08,1.28E-07,1.24E-07,1.08E-07
25.5,7.39E-09,4.52E-09,5.08E-09,3.17E-08,1.88E-08,2.15E-08,9.62E-08,7.11E-08,7.73E-08,1.23E-07,9.10E-08,9.86E-08,1.36E-07,1.33E-07,1.15E-07
26.25,8.51E-09,5.27E-09,5.91E-09,3.52E-08,2.12E-08,2.39E-08,1.03E-07,7.66E-08,8.32E-08,1.31E-07,9.73E-08,1.05E-07,1.45E-07,1.41E-07,1.22E-07
27,9.83E-09,6.10E-09,6.84E-09,3.91E-08,2.36E-08,2.66E-08,1.11E-07,8.24E-08,8.94E-08,1.40E-07,1.04E-07,1.12E-07,1.54E-07,1.50E-07,1.30E-07
27.75,1.14E-08,7.09E-09,7.98E-09,4.30E-08,2.62E-08,2.94E-08,1.19E-07,8.84E-08,9.59E-08,1.49E-07,1.11E-07,1.20E-07,1.63E-07,1.59E-07,1.38E-07
28.5,1.29E-08,8.11E-09,9.11E-09,4.71E-08,2.89E-08,3.25E-08,1.27E-07,9.46E-08,1.03E-07,1.58E-07,1.18E-07,1.27E-07,1.72E-07,1.68E-07,1.46E-07
29.25,1.47E-08,9.23E-09,1.04E-08,5.16E-08,3.18E-08,3.57E-08,1.36E-07,1.01E-07,1.10E-07,1.68E-07,1.25E-07,1.35E-07,1.82E-07,1.78E-07,1.54E-07
30,1.66E-08,1.05E-08,1.18E-08,5.63E-08,3.50E-08,3.92E-08,1.44E-07,1.08E-07,1.17E-07,1.77E-07,1.33E-07,1.43E-07,1.92E-07,1.88E-07,1.63E-07
